,filenames,labels
5241,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056046.mp3,Arabic
5242,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056026.mp3,Arabic
5243,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056021.mp3,Arabic
5244,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24055991.mp3,Arabic
5245,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056155.mp3,Arabic
5246,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056103.mp3,Arabic
5247,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056233.mp3,Arabic
5248,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056114.mp3,Arabic
5249,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056129.mp3,Arabic
5250,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056135.mp3,Arabic
5251,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056184.mp3,Arabic
5252,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056181.mp3,Arabic
5253,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056239.mp3,Arabic
5254,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056157.mp3,Arabic
5255,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056187.mp3,Arabic
5256,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056223.mp3,Arabic
5257,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056231.mp3,Arabic
5258,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056182.mp3,Arabic
5259,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056235.mp3,Arabic
5260,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056161.mp3,Arabic
5261,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056236.mp3,Arabic
5262,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056272.mp3,Arabic
5263,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056327.mp3,Arabic
5264,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056367.mp3,Arabic
5265,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056318.mp3,Arabic
5266,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056421.mp3,Arabic
5267,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056407.mp3,Arabic
5268,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056425.mp3,Arabic
5269,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056338.mp3,Arabic
5270,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056431.mp3,Arabic
5271,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056482.mp3,Arabic
5272,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056583.mp3,Arabic
5273,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056494.mp3,Arabic
5274,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056499.mp3,Arabic
5275,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056783.mp3,Arabic
5276,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056718.mp3,Arabic
5277,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056751.mp3,Arabic
5278,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056695.mp3,Arabic
5279,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056717.mp3,Arabic
5280,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056770.mp3,Arabic
5281,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056754.mp3,Arabic
5282,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056800.mp3,Arabic
5283,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056854.mp3,Arabic
5284,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056810.mp3,Arabic
5285,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056891.mp3,Arabic
5286,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056882.mp3,Arabic
5287,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056856.mp3,Arabic
5288,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056785.mp3,Arabic
5289,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056874.mp3,Arabic
5290,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056846.mp3,Arabic
5291,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057019.mp3,Arabic
5292,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056999.mp3,Arabic
5293,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057017.mp3,Arabic
5294,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057020.mp3,Arabic
5295,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057037.mp3,Arabic
5296,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056960.mp3,Arabic
5297,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056929.mp3,Arabic
5298,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057024.mp3,Arabic
5299,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057042.mp3,Arabic
5300,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056993.mp3,Arabic
5301,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24056972.mp3,Arabic
5302,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057173.mp3,Arabic
5303,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057133.mp3,Arabic
5304,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057225.mp3,Arabic
5305,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057108.mp3,Arabic
5306,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057196.mp3,Arabic
5307,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057129.mp3,Arabic
5308,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057105.mp3,Arabic
5309,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057084.mp3,Arabic
5310,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057308.mp3,Arabic
5311,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057375.mp3,Arabic
5312,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057218.mp3,Arabic
5313,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057384.mp3,Arabic
5314,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057310.mp3,Arabic
5315,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057340.mp3,Arabic
5316,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057520.mp3,Arabic
5317,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057400.mp3,Arabic
5318,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057427.mp3,Arabic
5319,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057481.mp3,Arabic
5320,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057510.mp3,Arabic
5321,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057507.mp3,Arabic
5322,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057467.mp3,Arabic
5323,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057632.mp3,Arabic
5324,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057663.mp3,Arabic
5325,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057591.mp3,Arabic
5326,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057560.mp3,Arabic
5327,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057700.mp3,Arabic
5328,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057590.mp3,Arabic
5329,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057554.mp3,Arabic
5330,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057617.mp3,Arabic
5331,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057609.mp3,Arabic
5332,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057679.mp3,Arabic
5333,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057857.mp3,Arabic
5334,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057810.mp3,Arabic
5335,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057757.mp3,Arabic
5336,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057848.mp3,Arabic
5337,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057794.mp3,Arabic
5338,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058060.mp3,Arabic
5339,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057978.mp3,Arabic
5340,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057902.mp3,Arabic
5341,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057898.mp3,Arabic
5342,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057984.mp3,Arabic
5343,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057935.mp3,Arabic
5344,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24057981.mp3,Arabic
5345,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058177.mp3,Arabic
5346,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058160.mp3,Arabic
5347,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058143.mp3,Arabic
5348,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058268.mp3,Arabic
5349,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058247.mp3,Arabic
5350,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058210.mp3,Arabic
5351,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058326.mp3,Arabic
5352,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058273.mp3,Arabic
5353,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058299.mp3,Arabic
5354,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058228.mp3,Arabic
5355,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058291.mp3,Arabic
5356,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058287.mp3,Arabic
5357,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058221.mp3,Arabic
5358,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058452.mp3,Arabic
5359,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058413.mp3,Arabic
5360,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058366.mp3,Arabic
5361,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058467.mp3,Arabic
5362,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058397.mp3,Arabic
5363,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058392.mp3,Arabic
5364,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058402.mp3,Arabic
5365,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058505.mp3,Arabic
5366,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058581.mp3,Arabic
5367,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058616.mp3,Arabic
5368,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058502.mp3,Arabic
5369,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058603.mp3,Arabic
5370,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058655.mp3,Arabic
5371,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058715.mp3,Arabic
5372,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058813.mp3,Arabic
5373,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058685.mp3,Arabic
5374,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058793.mp3,Arabic
5375,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24058959.mp3,Arabic
5376,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059041.mp3,Arabic
5377,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059049.mp3,Arabic
5378,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059088.mp3,Arabic
5379,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059010.mp3,Arabic
5380,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059106.mp3,Arabic
5381,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059039.mp3,Arabic
5382,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059125.mp3,Arabic
5383,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059269.mp3,Arabic
5384,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059212.mp3,Arabic
5385,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059178.mp3,Arabic
5386,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059278.mp3,Arabic
5387,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059294.mp3,Arabic
5388,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059140.mp3,Arabic
5389,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059266.mp3,Arabic
5390,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059413.mp3,Arabic
5391,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059327.mp3,Arabic
5392,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059454.mp3,Arabic
5393,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059334.mp3,Arabic
5394,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059376.mp3,Arabic
5395,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059354.mp3,Arabic
5396,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059450.mp3,Arabic
5397,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Arabic/common_voice_ar_24059478.mp3,Arabic
